"city","date","day.of.week","time","time.hour","lat","lng","subject.age","subject.race","subject.sex","violation","outcome","vehicle.make","vehicle.colour","vehicle.year"
"sa","2014-08-05","Tuesday","10:59:00",10.9833333333333,29.3602774,-98.5340585,27,"white","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","toyota","other",2012
"sa","2012-06-12","Tuesday","20:40:00",20.6666666666667,29.4960099,-98.4166672,36,"hispanic","male","SPEEDING-POSTED LIMIT|FAIL TO CHANGE ADDRESS ON LICENSE","citation","chevrolet","black",2001
"sa","2013-10-09","Wednesday","07:28:00",7.46666666666667,29.5609611,-98.6486577,18,"black","male","SPEEDING IN SCHOOL ZONE","citation","toyota","silver",2000
"sa","2020-01-29","Wednesday","15:43:00",15.7166666666667,29.4034733,-98.6321508,18,"white","male","SPEEDING-POSTED LIMIT","citation","other","other",2012
"sa","2019-08-14","Wednesday","14:44:00",14.7333333333333,29.3638748,-98.5214317,44,"hispanic","female","SPEEDING IN SCHOOL ZONE","citation","other","white",2016
"sa","2012-08-22","Wednesday","10:06:00",10.1,29.6264873,-98.4989003,43,"white","male","SPEEDING-POSTED LIMIT|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","other","silver",2007
"sa","2018-11-21","Wednesday","17:44:00",17.7333333333333,29.4127417,-98.528719,31,"white","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","toyota","silver",2010
"sa","2013-05-29","Wednesday","16:33:00",16.55,29.3638748,-98.5214317,49,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","white",2011
"sa","2013-11-27","Wednesday","12:44:00",12.7333333333333,29.5633198,-98.4804874,18,"hispanic","male","FAIL TO STOP AT RED LIGHT BEFORE RIGHT TURN","citation","ford","other",2008
"sa","2019-02-18","Monday","15:37:00",15.6166666666667,29.38011,-98.5125681,36,"hispanic","female","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2015
"sa","2017-03-15","Wednesday","11:31:00",11.5166666666667,29.4266905,-98.5110141,30,"hispanic","female","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE|FAILURE TO DISPLAY DRIVER'S LICENSE","citation","chevrolet","silver",2012
"sa","2012-10-19","Friday","07:55:00",7.91666666666667,29.5050817,-98.3987269,40,"white","female","DISREGARD RED LIGHT","citation","toyota","other",2011
"sa","2018-05-10","Thursday","15:17:00",15.2833333333333,29.6830399,-98.1393914,40,"hispanic","female","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","other","black",2014
"sa","2018-04-12","Thursday","10:03:00",10.05,29.5204208,-98.4897358,35,"white","male","SPEEDING-POSTED LIMIT","citation","other","black",2016
"sa","2012-09-08","Saturday","19:40:00",19.6666666666667,29.5155741,-98.4246136,20,"white","male","SPEEDING-POSTED LIMIT","citation","other","other",2009
"sa","2015-09-07","Monday","07:49:00",7.81666666666667,29.62358,-98.4615753,30,"hispanic","male","SPEEDING-POSTED LIMIT|DISPLAY WRONG LICENSE PLATE OR REGISTRATION INSIGNIA","citation","chevrolet","other",2002
"sa","2012-09-13","Thursday","15:25:00",15.4166666666667,29.3582712,-98.5593757,51,"hispanic","male","SPEEDING IN SCHOOL ZONE","citation","toyota","silver",2009
"sa","2016-05-02","Monday","09:15:00",9.25,29.4689716,-98.4605343,57,"black","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","ford","white",2011
"sa","2013-04-08","Monday","21:40:00",21.6666666666667,29.4247962,-98.4816434,66,"white","female","SPEEDING-POSTED LIMIT","citation","other","black",2003
"sa","2018-03-02","Friday","19:38:00",19.6333333333333,29.3582676,-98.5593747,18,"white","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|HEADLAMPS REQUIRED","citation","other","gray",2009
"sa","2016-10-06","Thursday","11:16:00",11.2666666666667,29.5650883,-98.5917656,19,"white","female","SPEEDING-POSTED LIMIT","citation","other","other",2015
"sa","2017-07-25","Tuesday","14:48:00",14.8,29.5564028,-98.3826084,56,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",2017
"sa","2017-07-26","Wednesday","07:11:00",7.18333333333333,29.324149,-98.5030879,30,"hispanic","female","SPEEDING-POSTED LIMIT","citation","ford","black",2017
"sa","2016-01-20","Wednesday","10:10:00",10.1666666666667,29.508333,-98.1662711,27,"black","female","SPEEDING-POSTED LIMIT","citation","honda","other",2000
"sa","2015-02-09","Monday","07:18:00",7.3,29.2785902,-98.6669596,33,"white","male","SPEEDING-POSTED LIMIT","citation","other","other",2010
"sa","2017-03-26","Sunday","23:39:00",23.65,29.4178018,-98.6506277,35,"white","male","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|IMPROPER LANE CHANGE -SIGNAL","citation","other","gray",2002
"sa","2018-12-22","Saturday","00:05:00",0.0833333333333333,29.4292453,-98.488517,26,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","gray",2004
"sa","2018-08-06","Monday","11:06:00",11.1,29.5118505,-98.6113635,39,"white","female","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","ford","white",2015
"sa","2017-02-22","Wednesday","12:18:00",12.3,29.4968079,-98.4992729,29,"white","female","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","toyota","other",1999
"sa","2012-09-07","Friday","01:40:00",1.66666666666667,29.5260541,-98.411053,28,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","white",1985
"sa","2012-08-12","Sunday","11:27:00",11.45,29.4241219,-98.4936282,56,"black","female","SPEEDING-POSTED LIMIT","citation","other","black",2004
"sa","2014-10-01","Wednesday","10:28:00",10.4666666666667,29.520108,-98.4920612,30,"white","male","SPEEDING-POSTED LIMIT","citation","other","black",2011
"sa","2017-03-24","Friday","13:06:00",13.1,29.5432405,-98.5506647,31,"black","female","UNAUTHORIZED USE OF DEALER'S TEMPORARY LICENSE PLATES|SPEEDING-POSTED LIMIT|DRIVING WHILE LICENSE INVALID","citation","other","other",2005
"sa","2012-04-10","Tuesday","19:47:00",19.7833333333333,29.4169091,-98.4800119,31,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","white",1998
"sa","2014-12-11","Thursday","00:49:00",0.816666666666667,29.450037,-98.4058801,25,"white","female","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)","citation","other","other",2005
"sa","2018-10-03","Wednesday","14:06:00",14.1,29.3823745,-98.5122472,33,"white","male","SPEEDING-POSTED LIMIT","citation","ford","white",2013
"sa","2015-02-06","Friday","14:56:00",14.9333333333333,29.3909345,-98.4589802,43,"hispanic","female","FAILURE TO DISPLAY VALID LICENSE PLATE|NO VALID CERTIFICATE OF INSPECTION|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","toyota","other",2002
"sa","2014-11-23","Sunday","00:00:00",0,29.4169633,-98.5523407,18,"hispanic","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","white",1998
"sa","2012-10-08","Monday","12:43:00",12.7166666666667,29.3954987,-98.5159411,53,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","other",2001
"sa","2014-02-20","Thursday","09:10:00",9.16666666666667,29.450037,-98.4058801,33,"hispanic","male","SPEEDING-POSTED LIMIT","citation","toyota","gray",2013
"sa","2012-10-19","Friday","11:42:00",11.7,29.3823745,-98.5122472,43,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","black",2006
"sa","2014-05-17","Saturday","01:05:00",1.08333333333333,29.522654,-98.3991105,31,"white","female","DISREGARD STOP SIGN","citation","other","black",2009
"sa","2019-01-12","Saturday","11:42:00",11.7,29.402241,-98.6230975,21,"white","female","SPEEDING-POSTED LIMIT","citation","other","black",2016
"sa","2013-02-17","Sunday","17:04:00",17.0666666666667,29.6712566,-98.158275,34,"white","male","IMPROPER LANE CHANGE|FOLLOWING TOO CLOSELY","citation","other","other",2003
"sa","2017-05-27","Saturday","09:23:00",9.38333333333333,29.62358,-98.4615753,54,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","gray",2015
"sa","2018-11-14","Wednesday","14:20:00",14.3333333333333,29.488317914,-98.649072503,40,"hispanic","male","DISREGARD STOP SIGN","citation","other","gray",2013
"sa","2017-06-06","Tuesday","12:33:00",12.55,29.3528029,-98.5290482,39,"white","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","other","other",2012
"sa","2017-11-14","Tuesday","14:04:00",14.0666666666667,29.521548,-98.4990818,22,"white","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","chevrolet","other",1989
"sa","2020-03-28","Saturday","16:31:00",16.5166666666667,29.5155741,-98.4246136,19,"white","male","UNSAFE SPEED|SPEEDING-POSTED LIMIT","citation","ford","other",2001
"sa","2014-10-16","Thursday","11:44:00",11.7333333333333,29.5201085,-98.4913626,88,"white","male","SPEEDING-POSTED LIMIT","citation","ford","silver",2010
"sa","2018-08-30","Thursday","00:29:00",0.483333333333333,29.5149605,-98.4491846,43,"hispanic","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","arrest","other","other",2009
"sa","2016-05-02","Monday","21:03:00",21.05,29.4000876,-98.3972287,27,"hispanic","female","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","other",2003
"sa","2018-01-13","Saturday","09:51:00",9.85,29.4892511,-98.575154,21,"hispanic","female","SPEEDING-POSTED LIMIT","citation","ford","silver",2017
"sa","2017-02-09","Thursday","14:50:00",14.8333333333333,29.2744558,-98.4715073,16,"white","female","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","other",2007
"sa","2012-04-08","Sunday","17:57:00",17.95,29.62358,-98.4615753,31,"white","female","SPEEDING-POSTED LIMIT","citation","other","white",2007
"sa","2020-01-10","Friday","20:29:00",20.4833333333333,29.4423675,-98.5526303,23,"white","female","DISREGARD STOP SIGN","citation","other","silver",2011
"sa","2015-08-12","Wednesday","10:10:00",10.1666666666667,29.4708949,-98.5850728,57,"hispanic","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|SPEEDING-POSTED LIMIT","citation","other","black",2004
"sa","2012-01-23","Monday","14:20:00",14.3333333333333,29.5797237,-98.3919474,18,"white","male","SPEEDING IN SCHOOL ZONE","citation","ford","other",2008
"sa","2013-06-28","Friday","08:01:00",8.01666666666667,29.3368685,-98.5852021,43,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",2002
"sa","2012-07-31","Tuesday","17:20:00",17.3333333333333,29.5940748,-98.6151687,32,"other","female","SPEEDING-POSTED LIMIT","citation","toyota","other",1999
"sa","2012-09-24","Monday","12:46:00",12.7666666666667,29.35776,-98.524687,35,"hispanic","male","SPEEDING-POSTED LIMIT|IMPROPER LANE CHANGE|IMPROPER LANE CHANGE -SIGNAL","citation","other","black",2007
"sa","2019-01-09","Wednesday","11:50:00",11.8333333333333,29.5208955,-98.4968339,64,"white","female","SPEEDING-POSTED LIMIT","citation","other","other",2015
"sa","2017-02-28","Tuesday","10:35:00",10.5833333333333,29.4984724,-98.499272,35,"hispanic","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","chevrolet","other",1995
"sa","2018-07-06","Friday","12:37:00",12.6166666666667,29.6022302,-98.5984848,44,"white","female","SPEEDING-POSTED LIMIT","citation","honda","silver",2010
"sa","2017-09-06","Wednesday","14:50:00",14.8333333333333,29.3528029,-98.5290482,32,"hispanic","male","SPEEDING IN SCHOOL ZONE","citation","other","white",2011
"sa","2016-10-24","Monday","08:10:00",8.16666666666667,29.4965518,-98.4123464,20,"white","female","SPEEDING IN SCHOOL ZONE","citation","ford","gray",2004
"sa","2013-01-07","Monday","22:10:00",22.1666666666667,29.62358,-98.4615753,32,"black","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|SPEEDING-POSTED LIMIT","citation","other","white",2011
"sa","2013-12-23","Monday","11:02:00",11.0333333333333,29.5593863,-98.4025346,20,"hispanic","male","SPEEDING-POSTED LIMIT","citation","honda","other",1996
"sa","2012-12-10","Monday","21:34:00",21.5666666666667,29.4207912,-98.6483788,23,"white","female","SPEEDING-POSTED LIMIT","citation","ford","other",2011
"sa","2015-11-09","Monday","09:29:00",9.48333333333333,29.3305063,-98.6192982,34,"hispanic","female","SPEEDING-POSTED LIMIT","citation","chevrolet","white",2009
"sa","2012-10-09","Tuesday","12:42:00",12.7,29.4509473,-98.3411692,26,"white","female","OBEDIENCE TO RAISED PAVEMENT MARKERS|SPEEDING-POSTED LIMIT|IMPROPER LANE CHANGE","citation","other","silver",2000
"sa","2012-11-29","Thursday","10:28:00",10.4666666666667,29.403662,-98.62614,32,"white","male","SPEEDING-POSTED LIMIT","citation","chevrolet","white",2013
"sa","2013-12-08","Sunday","09:50:00",9.83333333333333,29.5252871,-98.6901378,53,"white","male","SPEEDING-POSTED LIMIT","citation","ford","other",2012
"sa","2019-11-09","Saturday","21:40:00",21.6666666666667,29.5201734,-98.4964914,42,"white","female","SPEEDING-POSTED LIMIT","citation","honda","other",2006
"sa","2019-12-13","Friday","08:15:00",8.25,29.4903556,-98.392021,23,"hispanic","female","DISREGARD STOP SIGN|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","other","black",2013
"sa","2014-06-20","Friday","10:56:00",10.9333333333333,29.4581017,-98.5398065,46,"other","male","SPEEDING-POSTED LIMIT","citation","other","other",1999
"sa","2013-07-26","Friday","17:22:00",17.3666666666667,29.4131654,-98.4319418,29,"hispanic","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY","citation","other","white",2000
"sa","2013-07-05","Friday","20:25:00",20.4166666666667,29.6648696,-98.1680624,21,"hispanic","male","FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)|DRIVING ON LEFT - IMPROVED SHOULDER|SPEEDING-POSTED LIMIT","citation","other","black",2004
"sa","2012-12-27","Thursday","18:17:00",18.2833333333333,29.450037,-98.4058801,40,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","silver",2010
"sa","2012-05-30","Wednesday","12:51:00",12.85,29.4855941,-98.5345259,26,"white","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER|SAFETY SEAT SYSTEM - 7 YEARS AND UNDER|SAFETY SEAT SYSTEM - 7 YEARS AND UNDER","citation","other","other",2001
"sa","2018-03-14","Wednesday","16:59:00",16.9833333333333,29.3857743,-98.4679914,24,"white","male","DISREGARD RED LIGHT|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","ford","white",2013
"sa","2016-10-05","Wednesday","14:28:00",14.4666666666667,29.5054564,-98.4346374,37,"hispanic","female","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|SPEEDING IN SCHOOL ZONE","citation","other","silver",1998
"sa","2012-06-17","Sunday","18:09:00",18.15,29.3600274,-98.5229343,25,"hispanic","male","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2000
"sa","2013-01-16","Wednesday","11:45:00",11.75,29.6088917,-98.6024168,24,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","black",2000
"sa","2014-06-19","Thursday","19:55:00",19.9166666666667,29.6023579,-98.4591804,18,"white","female","SPEEDING-POSTED LIMIT|NO VALID CERTIFICATE OF INSPECTION","citation","other","white",2002
"sa","2016-04-12","Tuesday","11:28:00",11.4666666666667,29.543219,-98.492213,31,"hispanic","female","DISREGARD OTHER TRAFFIC SIGNS & SIGNALS","citation","toyota","other",2015
"sa","2013-01-03","Thursday","17:38:00",17.6333333333333,29.5633198,-98.4804874,42,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","other",2004
"sa","2012-01-27","Friday","14:48:00",14.8,29.39878,-98.549081,36,"hispanic","male","NO VALID CERTIFICATE OF INSPECTION|SPEEDING IN SCHOOL ZONE","citation","honda","silver",2000
"sa","2012-10-17","Wednesday","07:55:00",7.91666666666667,29.4700249,-98.4066435,25,"white","male","DRIVING WHILE LICENSE INVALID|OBEDIENCE TO RAISED PAVEMENT MARKERS","citation","other","white",2002
"sa","2019-08-08","Thursday","05:33:00",5.55,29.5305508,-98.505742,50,"black","male","SPEEDING-POSTED LIMIT|DRIVING WHILE LICENSE INVALID","citation","other","white",2013
"sa","2016-06-22","Wednesday","17:17:00",17.2833333333333,29.5049136,-98.4590731,35,"white","male","USE OF HAND-HELD MOBILE COMMUNICATION DEVICE","citation","chevrolet","other",2005
"sa","2016-02-18","Thursday","12:55:00",12.9166666666667,29.413354,-98.4322416,42,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","silver",2008
"sa","2017-07-22","Saturday","20:01:00",20.0166666666667,29.5057729,-98.4984278,27,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|FAILURE TO DISPLAY VALID REGISTRATION INSIGNIA (STICKER)","citation","ford","gray",2008
"sa","2012-06-03","Sunday","07:34:00",7.56666666666667,29.5099117,-98.3819783,24,"black","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","other","black",2005
"sa","2012-02-21","Tuesday","19:57:00",19.95,29.4604377,-98.5591503,62,"hispanic","male","SPEEDING-POSTED LIMIT","citation","ford","silver",2010
"sa","2018-08-21","Tuesday","14:40:00",14.6666666666667,29.4666351,-98.5673004,30,"hispanic","male","SPEEDING IN SCHOOL ZONE","citation","ford","other",2007
"sa","2016-01-15","Friday","21:09:00",21.15,29.3651234,-98.4480909,32,"white","male","SPEEDING-POSTED LIMIT","citation","other","silver",2008
"sa","2018-10-08","Monday","03:49:00",3.81666666666667,29.368175826,-98.604990839,36,"white","male","DRIVING WITHOUT PROOF OF FINANCIAL RESPONSIBILITY|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","other","white",2004
"sa","2016-04-25","Monday","08:53:00",8.88333333333333,29.4798629,-98.2483729,19,"hispanic","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|SPEEDING-POSTED LIMIT","citation","honda","gray",2012
"sa","2016-12-23","Friday","11:54:00",11.9,29.5650883,-98.5917656,33,"white","male","SPEEDING-POSTED LIMIT","citation","toyota","gray",2012
"sa","2012-07-30","Monday","17:18:00",17.3,29.5183086,-98.5627523,30,"hispanic","male","IMPROPER USE OR FAILURE TO USE SAFETY BELT BY PERSON 15 YEARS OLD OR OLDER","citation","chevrolet","other",2001
"sa","2012-10-16","Tuesday","17:11:00",17.1833333333333,29.5650883,-98.5917656,30,"hispanic","female","FAILURE TO DISPLAY TOW TRUCK PLATES","citation","ford","other",2004
"sa","2019-09-24","Tuesday","08:47:00",8.78333333333333,29.4410493,-98.372414,26,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","black",2018
"sa","2018-11-16","Friday","11:31:00",11.5166666666667,29.5204208,-98.4897358,29,"white","male","SPEEDING-POSTED LIMIT","citation","ford","silver",2012
"sa","2013-05-04","Saturday","11:09:00",11.15,29.450037,-98.4058801,26,"black","female","SPEEDING-POSTED LIMIT","citation","other","white",2002
"sa","2020-02-25","Tuesday","11:49:00",11.8166666666667,29.4590606,-98.6914779,26,"white","male","SPEEDING-POSTED LIMIT","citation","toyota","black",2016
"sa","2018-07-25","Wednesday","14:27:00",14.45,29.4292811,-98.5661853,50,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","black",2015
"sa","2016-08-11","Thursday","14:33:00",14.55,29.5650883,-98.5917656,19,"white","male","SPEEDING-POSTED LIMIT|OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","ford","black",2002
"sa","2017-05-28","Sunday","11:10:00",11.1666666666667,29.5074654,-98.5753521,29,"hispanic","female","SPEEDING-POSTED LIMIT","citation","honda","other",2016
"sa","2014-12-05","Friday","08:43:00",8.71666666666667,29.4889746,-98.5671424,53,"white","female","SPEEDING-POSTED LIMIT","citation","other","white",2008
"sa","2013-08-26","Monday","15:30:00",15.5,29.3872991,-98.5248767,56,"hispanic","female","SPEEDING IN SCHOOL ZONE","citation","other","other",2013
"sa","2017-05-11","Thursday","14:20:00",14.3333333333333,29.3839822,-98.4733685,26,"hispanic","male","SPEEDING IN SCHOOL ZONE","citation","other","other",2008
"sa","2014-04-02","Wednesday","17:17:00",17.2833333333333,29.4063982,-98.6179241,23,"white","male","SPEEDING-POSTED LIMIT","citation","other","white",2005
"sa","2012-03-22","Thursday","10:52:00",10.8666666666667,29.5265101,-98.460423,54,"white","male","SPEEDING-POSTED LIMIT","citation","ford","gray",2013
"sa","2015-03-29","Sunday","13:55:00",13.9166666666667,29.682678,-98.1432776,31,"hispanic","female","SPEEDING-POSTED LIMIT","citation","other","black",2015
"sa","2013-02-05","Tuesday","15:26:00",15.4333333333333,29.4132688,-98.4583032,28,"black","female","SPEEDING IN SCHOOL ZONE","citation","other","gray",2009
"sa","2013-10-21","Monday","13:14:00",13.2333333333333,29.3682922,-98.5146424,38,"hispanic","female","SPEEDING-POSTED LIMIT","citation","chevrolet","other",2002
"sa","2018-07-13","Friday","11:38:00",11.6333333333333,29.4507534,-98.3389529,37,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","silver",2018
"sa","2017-03-02","Thursday","09:50:00",9.83333333333333,29.4063982,-98.6179241,37,"black","male","SPEEDING-POSTED LIMIT","citation","other","other",2015
"sa","2018-03-06","Tuesday","21:07:00",21.1166666666667,29.3770317,-98.4694891,44,"white","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE","citation","ford","white",1998
"sa","2018-05-09","Wednesday","16:14:00",16.2333333333333,29.4063982,-98.6179241,23,"hispanic","male","SPEEDING-POSTED LIMIT","citation","other","other",2009
"sa","2015-11-28","Saturday","18:11:00",18.1833333333333,29.5156749,-98.4160827,51,"white","male","SPEEDING-POSTED LIMIT","citation","ford","other",2014
"sa","2016-08-23","Tuesday","08:07:00",8.11666666666667,29.5265111,-98.4374584,45,"white","male","OPERATING A MOTOR VEHICLE WITHOUT A VALID LICENSE|SPEEDING IN SCHOOL ZONE","citation","other","silver",2005
